sku,unit_cost,current_price,suggested_price,product_category,date,product_name,product_description,units_sold,expected_units_sold,optimal_units_sold,min_price,max_price,global_optimal_price,current_margin_percentage,suggested_margin_percentage,optimal_margin_percentage,current_net_margin,expected_net_margin_expected_volume,optimal_net_margin,current_revenue,expected_revenue_expected_volume,optimal_revenue
SPORT002,36.2,67.96,59.54019941630957,Sports & Outdoors,2024-02-08T00:00:00.000000,Dumbbell Set,Versatile adjustable dumbbell set with ergonomic grips and multiple weight options for effective strength training at home.,37.0,61.0,61.0,45.0,86.0,59.540199862641444,0.8773480662983422,0.6447568899533029,0.6447569022829127,1175.1199999999997,1423.7521643948835,1423.7521916211278,2514.52,3631.9521643948838,3631.952191621128
SPORT003,69.0,84.88,93.52136660930893,Sports & Outdoors,2024-02-08T00:00:00.000000,Camping Tent,"Compact waterproof 2-person tent with quick setup, breathable mesh panels, and durable weather-resistant materials.",34.0,27.0,27.0,77.0,123.0,93.52136971626526,0.2301449275362318,0.3553821247725931,0.3553821698009457,539.9199999999998,662.0768984513411,662.0769823391619,2885.92,2525.076898451341,2525.076982339162
SPORT003,69.0,110.71,93.52136660930893,Sports & Outdoors,2024-02-08T00:00:00.000000,Camping Tent,"Compact waterproof 2-person tent with quick setup, breathable mesh panels, and durable weather-resistant materials.",8.0,27.0,27.0,77.0,123.0,93.52136971626526,0.6044927536231883,0.3553821247725931,0.3553821698009457,333.67999999999995,662.0768984513411,662.0769823391619,885.68,2525.076898451341,2525.076982339162
SPORT003,69.0,111.02,93.52136660930893,Sports & Outdoors,2024-02-08T00:00:00.000000,Camping Tent,"Compact waterproof 2-person tent with quick setup, breathable mesh panels, and durable weather-resistant materials.",8.0,27.0,27.0,77.0,123.0,93.52136971626526,0.6089855072463768,0.3553821247725931,0.3553821698009457,336.15999999999997,662.0768984513411,662.0769823391619,888.16,2525.076898451341,2525.076982339162
APP001,19.0,54.58,39.43162842039286,Apparel,2024-02-09T00:00:00.000000,Denim Jeans,"Classic-fit denim jeans crafted from a stretchable cotton blend, offering comfort, durability, and timeless style.",37.0,129.0,129.0,35.0,70.0,39.43162594582655,1.8726315789473684,1.0753488642312032,1.0753487339908712,1316.46,2635.680066230679,2635.6797470116253,2019.46,5086.68006623068,5086.679747011625
APP001,19.0,67.64,39.43162842039286,Apparel,2024-02-09T00:00:00.000000,Denim Jeans,"Classic-fit denim jeans crafted from a stretchable cotton blend, offering comfort, durability, and timeless style.",7.0,129.0,129.0,35.0,70.0,39.43162594582655,2.56,1.0753488642312032,1.0753487339908712,340.48,2635.680066230679,2635.6797470116253,473.48,5086.68006623068,5086.679747011625
APP001,19.0,69.95,39.43162842039286,Apparel,2024-02-09T00:00:00.000000,Denim Jeans,"Classic-fit denim jeans crafted from a stretchable cotton blend, offering comfort, durability, and timeless style.",5.0,129.0,129.0,35.0,70.0,39.43162594582655,2.681578947368421,1.0753488642312032,1.0753487339908712,254.75,2635.680066230679,2635.6797470116253,349.75,5086.68006623068,5086.679747011625
APP002,51.0,52.14,75.67936903803569,Apparel,2024-02-09T00:00:00.000000,Winter Jacket,"Heavy-duty insulated winter jacket with fleece lining, windproof shell, and adjustable hood for superior cold protection.",96.0,64.0,64.0,55.5,100.0,75.67936887750595,0.0223529411764706,0.48390919682422917,0.48390919367658725,109.44000000000005,1579.479618434284,1579.4796081603808,5005.4400000000005,4843.479618434284,4843.479608160381
APP002,51.0,84.1,75.67936903803569,Apparel,2024-02-09T00:00:00.000000,Winter Jacket,"Heavy-duty insulated winter jacket with fleece lining, windproof shell, and adjustable hood for superior cold protection.",41.0,64.0,64.0,55.5,100.0,75.67936887750595,0.6490196078431372,0.48390919682422917,0.48390919367658725,1357.0999999999997,1579.479618434284,1579.4796081603808,3448.1,4843.479618434284,4843.479608160381
APP002,51.0,99.76,75.67936903803569,Apparel,2024-02-09T00:00:00.000000,Winter Jacket,"Heavy-duty insulated winter jacket with fleece lining, windproof shell, and adjustable hood for superior cold protection.",11.0,64.0,64.0,55.5,100.0,75.67936887750595,0.9560784313725491,0.48390919682422917,0.48390919367658725,536.36,1579.479618434284,1579.4796081603808,1097.3600000000001,4843.479618434284,4843.479608160381
APP003,42.0,49.04,61.91175684712575,Apparel,2024-02-09T00:00:00.000000,Running Shoes,"Ultra-lightweight running shoes with cushioned soles, breathable mesh upper, and shock-absorbing design for peak performance.",224.0,154.0,154.0,49.99,90.0,61.91175577737907,0.1676190476190476,0.4740894487410893,0.47408942327093023,1576.9599999999998,3066.410554457366,3066.410389716377,10984.96,9534.410554457365,9534.410389716377
APP003,42.0,62.1,61.91175684712575,Apparel,2024-02-09T00:00:00.000000,Running Shoes,"Ultra-lightweight running shoes with cushioned soles, breathable mesh upper, and shock-absorbing design for peak performance.",153.0,154.0,154.0,49.99,90.0,61.91175577737907,0.4785714285714286,0.4740894487410893,0.47408942327093023,3075.3,3066.410554457366,3066.410389716377,9501.300000000001,9534.410554457365,9534.410389716377
APP003,42.0,72.07,61.91175684712575,Apparel,2024-02-09T00:00:00.000000,Running Shoes,"Ultra-lightweight running shoes with cushioned soles, breathable mesh upper, and shock-absorbing design for peak performance.",75.0,154.0,154.0,49.99,90.0,61.91175577737907,0.7159523809523808,0.4740894487410893,0.47408942327093023,2255.2499999999995,3066.410554457366,3066.410389716377,5405.249999999999,9534.410554457365,9534.410389716377
APP003,42.0,87.0,61.91175684712575,Apparel,2024-02-09T00:00:00.000000,Running Shoes,"Ultra-lightweight running shoes with cushioned soles, breathable mesh upper, and shock-absorbing design for peak performance.",14.0,154.0,154.0,49.99,90.0,61.91175577737907,1.0714285714285714,0.4740894487410893,0.47408942327093023,630.0,3066.410554457366,3066.410389716377,1218.0,9534.410554457365,9534.410389716377
BEAU001,8.1,9.29,10.686551185907641,Beauty & Health,2024-02-09T00:00:00.000000,Facial Cleanser,"Gentle daily foaming cleanser enriched with aloe vera and vitamin E, designed to remove impurities without drying the skin.",182.0,133.0,133.0,9.0,14.0,10.68655015061057,0.14691358024691353,0.319327306902178,0.31932717908772473,216.5799999999999,344.0113077257163,344.01117003120584,1690.7799999999997,1421.3113077257162,1421.3111700312058
BEAU001,8.1,10.84,10.686551185907641,Beauty & Health,2024-02-09T00:00:00.000000,Facial Cleanser,"Gentle daily foaming cleanser enriched with aloe vera and vitamin E, designed to remove impurities without drying the skin.",125.0,133.0,133.0,9.0,14.0,10.68655015061057,0.33827160493827163,0.319327306902178,0.31932717908772473,342.5,344.0113077257163,344.01117003120584,1355.0,1421.3113077257162,1421.3111700312058
BEAU001,8.1,14.26,10.686551185907641,Beauty & Health,2024-02-09T00:00:00.000000,Facial Cleanser,"Gentle daily foaming cleanser enriched with aloe vera and vitamin E, designed to remove impurities without drying the skin.",6.0,133.0,133.0,9.0,14.0,10.68655015061057,0.7604938271604939,0.319327306902178,0.31932717908772473,36.96,344.0113077257163,344.01117003120584,85.56,1421.3113077257162,1421.3111700312058
BEAU003,27.5,33.49,40.88652928974441,Beauty & Health,2024-02-09T00:00:00.000000,Electric Toothbrush,"Rechargeable electric toothbrush with smart timer, 3 brushing modes, and long-lasting battery for superior oral hygiene.",107.0,84.0,84.0,33.2,59.0,40.8865292561377,0.21781818181818188,0.48678288326343305,0.4867828820413709,640.9300000000002,1124.4684603385303,1124.4684575155668,3583.4300000000003,3434.4684603385303,3434.4684575155666
BEAU003,27.5,39.29,40.88652928974441,Beauty & Health,2024-02-09T00:00:00.000000,Electric Toothbrush,"Rechargeable electric toothbrush with smart timer, 3 brushing modes, and long-lasting battery for superior oral hygiene.",92.0,84.0,84.0,33.2,59.0,40.8865292561377,0.4287272727272727,0.48678288326343305,0.4867828820413709,1084.6799999999998,1124.4684603385303,1124.4684575155668,3614.68,3434.4684603385303,3434.4684575155666
BEAU003,27.5,43.13,40.88652928974441,Beauty & Health,2024-02-09T00:00:00.000000,Electric Toothbrush,"Rechargeable electric toothbrush with smart timer, 3 brushing modes, and long-lasting battery for superior oral hygiene.",67.0,84.0,84.0,33.2,59.0,40.8865292561377,0.5683636363636364,0.48678288326343305,0.4867828820413709,1047.2100000000003,1124.4684603385303,1124.4684575155668,2889.71,3434.4684603385303,3434.4684575155666
BEAU003,27.5,44.67,40.88652928974441,Beauty & Health,2024-02-09T00:00:00.000000,Electric Toothbrush,"Rechargeable electric toothbrush with smart timer, 3 brushing modes, and long-lasting battery for superior oral hygiene.",54.0,84.0,84.0,33.2,59.0,40.8865292561377,0.6243636363636365,0.48678288326343305,0.4867828820413709,927.1800000000001,1124.4684603385303,1124.4684575155668,2412.1800000000003,3434.4684603385303,3434.4684575155666
BEAU003,27.5,58.74,40.88652928974441,Beauty & Health,2024-02-09T00:00:00.000000,Electric Toothbrush,"Rechargeable electric toothbrush with smart timer, 3 brushing modes, and long-lasting battery for superior oral hygiene.",1.0,84.0,84.0,33.2,59.0,40.8865292561377,1.1360000000000001,0.48678288326343305,0.4867828820413709,31.240000000000002,1124.4684603385303,1124.4684575155668,58.74,3434.4684603385303,3434.4684575155666
ELEC001,81.0,100.67,98.42066722259658,Electronics,2024-02-09T00:00:00.000000,Wireless Headphones,"Premium over-ear headphones with active noise cancellation, deep bass, and Bluetooth 5.0 for seamless wireless audio.",73.0,84.0,84.0,90.0,110.0,98.42066721138626,0.24283950617283953,0.21506996571106884,0.21506996557266986,1435.91,1463.3360466981126,1463.3360457564459,7348.91,8267.336046698112,8267.336045756445
ELEC002,290.0,319.06,356.33193511078946,Electronics,2024-02-09T00:00:00.000000,Smartphone,"Cutting-edge smartphone featuring a 6.5-inch OLED display, ultra-fast processor, and 128GB of storage for all your apps and media.",286.0,218.0,218.0,350.0,420.0,356.3319350204882,0.10020689655172414,0.2287308107268602,0.22873081041547647,8311.16,14460.361854152103,14460.361834466423,91251.16,77680.3618541521,77680.36183446643
ELEC002,290.0,341.51,356.33193511078946,Electronics,2024-02-09T00:00:00.000000,Smartphone,"Cutting-edge smartphone featuring a 6.5-inch OLED display, ultra-fast processor, and 128GB of storage for all your apps and media.",257.0,218.0,218.0,350.0,420.0,356.3319350204882,0.1776206896551724,0.2287308107268602,0.22873081041547647,13238.069999999998,14460.361854152103,14460.361834466423,87768.06999999999,77680.3618541521,77680.36183446643
ELEC002,290.0,362.62,356.33193511078946,Electronics,2024-02-09T00:00:00.000000,Smartphone,"Cutting-edge smartphone featuring a 6.5-inch OLED display, ultra-fast processor, and 128GB of storage for all your apps and media.",196.0,218.0,218.0,350.0,420.0,356.3319350204882,0.2504137931034483,0.2287308107268602,0.22873081041547647,14233.52,14460.361854152103,14460.361834466423,71073.52,77680.3618541521,77680.36183446643
ELEC002,290.0,396.99,356.33193511078946,Electronics,2024-02-09T00:00:00.000000,Smartphone,"Cutting-edge smartphone featuring a 6.5-inch OLED display, ultra-fast processor, and 128GB of storage for all your apps and media.",66.0,218.0,218.0,350.0,420.0,356.3319350204882,0.36893103448275866,0.2287308107268602,0.22873081041547647,7061.34,14460.361854152103,14460.361834466423,26201.34,77680.3618541521,77680.36183446643
ELEC003,90.0,115.47,130.28487569212874,Electronics,2024-02-09T00:00:00.000000,Smartwatch,"Stylish fitness smartwatch with built-in heart rate monitor, GPS tracking, sleep analysis, and water-resistant design.",114.0,93.0,93.0,110.0,150.0,130.28487713498137,0.283,0.4476097299125415,0.44760974594423747,2903.58,3746.4934393679723,3746.4935735532677,13163.58,12116.493439367972,12116.493573553267
HOME002,55.0,71.83,83.20451646603145,Home & Kitchen,2024-02-09T00:00:00.000000,Air Fryer,"Digital air fryer with rapid hot air circulation, touchscreen controls, and 5L capacity for healthy, oil-free cooking.",95.0,78.0,78.0,65.4,115.0,83.2045155418969,0.306,0.5128093902914809,0.5128093734890344,1598.85,2199.9522843504533,2199.9522122679577,6823.849999999999,6489.952284350453,6489.952212267958
HOME002,55.0,73.48,83.20451646603145,Home & Kitchen,2024-02-09T00:00:00.000000,Air Fryer,"Digital air fryer with rapid hot air circulation, touchscreen controls, and 5L capacity for healthy, oil-free cooking.",94.0,78.0,78.0,65.4,115.0,83.2045155418969,0.3360000000000001,0.5128093902914809,0.5128093734890344,1737.1200000000003,2199.9522843504533,2199.9522122679577,6907.120000000001,6489.952284350453,6489.952212267958
HOME002,55.0,92.74,83.20451646603145,Home & Kitchen,2024-02-09T00:00:00.000000,Air Fryer,"Digital air fryer with rapid hot air circulation, touchscreen controls, and 5L capacity for healthy, oil-free cooking.",43.0,78.0,78.0,65.4,115.0,83.2045155418969,0.6861818181818181,0.5128093902914809,0.5128093734890344,1622.8199999999997,2199.9522843504533,2199.9522122679577,3987.8199999999997,6489.952284350453,6489.952212267958
HOME002,55.0,96.19,83.20451646603145,Home & Kitchen,2024-02-09T00:00:00.000000,Air Fryer,"Digital air fryer with rapid hot air circulation, touchscreen controls, and 5L capacity for healthy, oil-free cooking.",31.0,78.0,78.0,65.4,115.0,83.2045155418969,0.7489090909090909,0.5128093902914809,0.5128093734890344,1276.8899999999999,2199.9522843504533,2199.9522122679577,2981.89,6489.952284350453,6489.952212267958
HOME003,52.0,56.55,70.60789976734004,Home & Kitchen,2024-02-09T00:00:00.000000,Cookware Set,"Comprehensive 10-piece non-stick cookware set with ergonomic handles and even heat distribution, suitable for all stovetops.",58.0,41.0,41.0,52.0,100.0,70.60790049081895,0.08749999999999994,0.35784422629500084,0.3578442402080567,263.89999999999986,762.9238904609418,762.9239201235769,3279.8999999999996,2894.923890460942,2894.923920123577
HOME003,52.0,71.85,70.60789976734004,Home & Kitchen,2024-02-09T00:00:00.000000,Cookware Set,"Comprehensive 10-piece non-stick cookware set with ergonomic handles and even heat distribution, suitable for all stovetops.",38.0,41.0,41.0,52.0,100.0,70.60790049081895,0.3817307692307691,0.35784422629500084,0.3578442402080567,754.2999999999997,762.9238904609418,762.9239201235769,2730.2999999999997,2894.923890460942,2894.923920123577
SPORT001,18.0,22.38,25.436578035035986,Sports & Outdoors,2024-02-09T00:00:00.000000,Yoga Mat,"Eco-friendly, high-density yoga mat with anti-slip surface, optimal cushioning, and a carry strap for easy transport.",174.0,142.0,142.0,24.0,35.0,25.43657992489905,0.2433333333333333,0.4131432241686659,0.41314332916105834,762.1199999999998,1055.99408097511,1055.994349335665,3894.12,3611.99408097511,3611.994349335665
SPORT002,36.2,44.96,59.54019941630957,Sports & Outdoors,2024-02-09T00:00:00.000000,Dumbbell Set,Versatile adjustable dumbbell set with ergonomic grips and multiple weight options for effective strength training at home.,84.0,61.0,61.0,45.0,86.0,59.540199862641444,0.241988950276243,0.6447568899533029,0.6447569022829127,735.8399999999998,1423.7521643948835,1423.7521916211278,3776.64,3631.9521643948838,3631.952191621128
SPORT002,36.2,45.55,59.54019941630957,Sports & Outdoors,2024-02-09T00:00:00.000000,Dumbbell Set,Versatile adjustable dumbbell set with ergonomic grips and multiple weight options for effective strength training at home.,84.0,61.0,61.0,45.0,86.0,59.540199862641444,0.25828729281767937,0.6447568899533029,0.6447569022829127,785.3999999999995,1423.7521643948835,1423.7521916211278,3826.2,3631.9521643948838,3631.952191621128
SPORT002,36.2,48.08,59.54019941630957,Sports & Outdoors,2024-02-09T00:00:00.000000,Dumbbell Set,Versatile adjustable dumbbell set with ergonomic grips and multiple weight options for effective strength training at home.,82.0,61.0,61.0,45.0,86.0,59.540199862641444,0.32817679558011037,0.6447568899533029,0.6447569022829127,974.1599999999996,1423.7521643948835,1423.7521916211278,3942.56,3631.9521643948838,3631.952191621128
SPORT002,36.2,79.99,59.54019941630957,Sports & Outdoors,2024-02-09T00:00:00.000000,Dumbbell Set,Versatile adjustable dumbbell set with ergonomic grips and multiple weight options for effective strength training at home.,11.0,61.0,61.0,45.0,86.0,59.540199862641444,1.2096685082872924,0.6447568899533029,0.6447569022829127,481.68999999999994,1423.7521643948835,1423.7521916211278,879.89,3631.9521643948838,3631.952191621128
SPORT003,69.0,77.19,93.52136660930893,Sports & Outdoors,2024-02-09T00:00:00.000000,Camping Tent,"Compact waterproof 2-person tent with quick setup, breathable mesh panels, and durable weather-resistant materials.",38.0,27.0,27.0,77.0,123.0,93.52136971626526,0.11869565217391301,0.3553821247725931,0.3553821698009457,311.2199999999999,662.0768984513411,662.0769823391619,2933.22,2525.076898451341,2525.076982339162
SPORT003,69.0,77.69,93.52136660930893,Sports & Outdoors,2024-02-09T00:00:00.000000,Camping Tent,"Compact waterproof 2-person tent with quick setup, breathable mesh panels, and durable weather-resistant materials.",38.0,27.0,27.0,77.0,123.0,93.52136971626526,0.12594202898550722,0.3553821247725931,0.3553821698009457,330.2199999999999,662.0768984513411,662.0769823391619,2952.22,2525.076898451341,2525.076982339162
SPORT003,69.0,78.43,93.52136660930893,Sports & Outdoors,2024-02-09T00:00:00.000000,Camping Tent,"Compact waterproof 2-person tent with quick setup, breathable mesh panels, and durable weather-resistant materials.",37.0,27.0,27.0,77.0,123.0,93.52136971626526,0.13666666666666677,0.3553821247725931,0.3553821698009457,348.91000000000025,662.0768984513411,662.0769823391619,2901.9100000000003,2525.076898451341,2525.076982339162
APP003,42.0,50.09,61.91175684712575,Apparel,2024-02-10T00:00:00.000000,Running Shoes,"Ultra-lightweight running shoes with cushioned soles, breathable mesh upper, and shock-absorbing design for peak performance.",221.0,154.0,154.0,49.99,90.0,61.91175577737907,0.1926190476190477,0.4740894487410893,0.47408942327093023,1787.8900000000008,3066.410554457366,3066.410389716377,11069.890000000001,9534.410554457365,9534.410389716377
BEAU001,8.1,14.69,10.686551185907641,Beauty & Health,2024-02-10T00:00:00.000000,Facial Cleanser,"Gentle daily foaming cleanser enriched with aloe vera and vitamin E, designed to remove impurities without drying the skin.",4.0,133.0,133.0,9.0,14.0,10.68655015061057,0.8135802469135802,0.319327306902178,0.31932717908772473,26.36,344.0113077257163,344.01117003120584,58.76,1421.3113077257162,1421.3111700312058
BEAU002,12.0,31.3,25.842562469587794,Beauty & Health,2024-02-10T00:00:00.000000,Hair Dryer,"Professional-grade ionic hair dryer with multiple heat and speed settings, cool shot feature, and diffuser for salon-quality results.",25.0,56.0,56.0,23.45,37.0,25.842562633676025,1.6083333333333334,1.1535468724656495,1.1535468861396687,482.5,775.1834982969165,775.1835074858574,782.5,1447.1834982969165,1447.1835074858573
BEAU002,12.0,33.79,25.842562469587794,Beauty & Health,2024-02-10T00:00:00.000000,Hair Dryer,"Professional-grade ionic hair dryer with multiple heat and speed settings, cool shot feature, and diffuser for salon-quality results.",13.0,56.0,56.0,23.45,37.0,25.842562633676025,1.8158333333333332,1.1535468724656495,1.1535468861396687,283.27,775.1834982969165,775.1835074858574,439.27,1447.1834982969165,1447.1835074858573
BEAU003,27.5,30.9,40.88652928974441,Beauty & Health,2024-02-10T00:00:00.000000,Electric Toothbrush,"Rechargeable electric toothbrush with smart timer, 3 brushing modes, and long-lasting battery for superior oral hygiene.",108.0,84.0,84.0,33.2,59.0,40.8865292561377,0.12363636363636359,0.48678288326343305,0.4867828820413709,367.1999999999998,1124.4684603385303,1124.4684575155668,3337.2,3434.4684603385303,3434.4684575155666
BEAU003,27.5,44.88,40.88652928974441,Beauty & Health,2024-02-10T00:00:00.000000,Electric Toothbrush,"Rechargeable electric toothbrush with smart timer, 3 brushing modes, and long-lasting battery for superior oral hygiene.",53.0,84.0,84.0,33.2,59.0,40.8865292561377,0.6320000000000001,0.48678288326343305,0.4867828820413709,921.1400000000001,1124.4684603385303,1124.4684575155668,2378.6400000000003,3434.4684603385303,3434.4684575155666
BEAU003,27.5,53.37,40.88652928974441,Beauty & Health,2024-02-10T00:00:00.000000,Electric Toothbrush,"Rechargeable electric toothbrush with smart timer, 3 brushing modes, and long-lasting battery for superior oral hygiene.",7.0,84.0,84.0,33.2,59.0,40.8865292561377,0.9407272727272726,0.48678288326343305,0.4867828820413709,181.08999999999997,1124.4684603385303,1124.4684575155668,373.59,3434.4684603385303,3434.4684575155666
ELEC002,290.0,433.22,356.33193511078946,Electronics,2024-02-10T00:00:00.000000,Smartphone,"Cutting-edge smartphone featuring a 6.5-inch OLED display, ultra-fast processor, and 128GB of storage for all your apps and media.",11.0,218.0,218.0,350.0,420.0,356.3319350204882,0.4938620689655173,0.2287308107268602,0.22873081041547647,1575.4200000000003,14460.361854152103,14460.361834466423,4765.42,77680.3618541521,77680.36183446643
ELEC003,90.0,104.1,130.28487569212874,Electronics,2024-02-10T00:00:00.000000,Smartwatch,"Stylish fitness smartwatch with built-in heart rate monitor, GPS tracking, sleep analysis, and water-resistant design.",118.0,93.0,93.0,110.0,150.0,130.28487713498137,0.1566666666666666,0.4476097299125415,0.44760974594423747,1663.7999999999993,3746.4934393679723,3746.4935735532677,12283.8,12116.493439367972,12116.493573553267
ELEC003,90.0,111.55,130.28487569212874,Electronics,2024-02-10T00:00:00.000000,Smartwatch,"Stylish fitness smartwatch with built-in heart rate monitor, GPS tracking, sleep analysis, and water-resistant design.",116.0,93.0,93.0,110.0,150.0,130.28487713498137,0.2394444444444444,0.4476097299125415,0.44760974594423747,2499.7999999999997,3746.4934393679723,3746.4935735532677,12939.8,12116.493439367972,12116.493573553267
HOME001,38.12,41.97,49.99999217289893,Home & Kitchen,2024-02-10T00:00:00.000000,Blender,"High-powered blender with stainless steel blades, multiple speed settings, and a durable glass jar for smoothies, soups, and more.",78.0,69.0,57.0,41.0,50.0,54.064493901944566,0.10099685204617004,0.31164722384309895,0.418271088718378,300.3000000000001,819.7194599300262,908.8361524108404,3273.66,3449.999459930026,3081.67615241084
HOME001,38.12,57.57,49.99999217289893,Home & Kitchen,2024-02-10T00:00:00.000000,Blender,"High-powered blender with stainless steel blades, multiple speed settings, and a durable glass jar for smoothies, soups, and more.",43.0,69.0,57.0,41.0,50.0,54.064493901944566,0.5102308499475342,0.31164722384309895,0.418271088718378,836.3500000000001,819.7194599300262,908.8361524108404,2475.51,3449.999459930026,3081.67615241084
HOME001,38.12,61.87,49.99999217289893,Home & Kitchen,2024-02-10T00:00:00.000000,Blender,"High-powered blender with stainless steel blades, multiple speed settings, and a durable glass jar for smoothies, soups, and more.",25.0,69.0,57.0,41.0,50.0,54.064493901944566,0.6230325288562435,0.31164722384309895,0.418271088718378,593.75,819.7194599300262,908.8361524108404,1546.75,3449.999459930026,3081.67615241084
HOME002,55.0,101.63,83.20451646603145,Home & Kitchen,2024-02-10T00:00:00.000000,Air Fryer,"Digital air fryer with rapid hot air circulation, touchscreen controls, and 5L capacity for healthy, oil-free cooking.",16.0,78.0,78.0,65.4,115.0,83.2045155418969,0.8478181818181817,0.5128093902914809,0.5128093734890344,746.0799999999999,2199.9522843504533,2199.9522122679577,1626.08,6489.952284350453,6489.952212267958
HOME003,52.0,75.02,70.60789976734004,Home & Kitchen,2024-02-10T00:00:00.000000,Cookware Set,"Comprehensive 10-piece non-stick cookware set with ergonomic handles and even heat distribution, suitable for all stovetops.",31.0,41.0,41.0,52.0,100.0,70.60790049081895,0.4426923076923076,0.35784422629500084,0.3578442402080567,713.6199999999999,762.9238904609418,762.9239201235769,2325.62,2894.923890460942,2894.923920123577
HOME003,52.0,79.75,70.60789976734004,Home & Kitchen,2024-02-10T00:00:00.000000,Cookware Set,"Comprehensive 10-piece non-stick cookware set with ergonomic handles and even heat distribution, suitable for all stovetops.",19.0,41.0,41.0,52.0,100.0,70.60790049081895,0.5336538461538461,0.35784422629500084,0.3578442402080567,527.25,762.9238904609418,762.9239201235769,1515.25,2894.923890460942,2894.923920123577
SPORT001,18.0,20.9,25.436578035035986,Sports & Outdoors,2024-02-10T00:00:00.000000,Yoga Mat,"Eco-friendly, high-density yoga mat with anti-slip surface, optimal cushioning, and a carry strap for easy transport.",177.0,142.0,142.0,24.0,35.0,25.43657992489905,0.16111111111111104,0.4131432241686659,0.41314332916105834,513.2999999999997,1055.99408097511,1055.994349335665,3699.2999999999997,3611.99408097511,3611.994349335665
SPORT001,18.0,29.43,25.436578035035986,Sports & Outdoors,2024-02-10T00:00:00.000000,Yoga Mat,"Eco-friendly, high-density yoga mat with anti-slip surface, optimal cushioning, and a carry strap for easy transport.",40.0,142.0,142.0,24.0,35.0,25.43657992489905,0.635,0.4131432241686659,0.41314332916105834,457.2,1055.99408097511,1055.994349335665,1177.2,3611.99408097511,3611.994349335665
SPORT002,36.2,53.28,59.54019941630957,Sports & Outdoors,2024-02-10T00:00:00.000000,Dumbbell Set,Versatile adjustable dumbbell set with ergonomic grips and multiple weight options for effective strength training at home.,75.0,61.0,61.0,45.0,86.0,59.540199862641444,0.4718232044198894,0.6447568899533029,0.6447569022829127,1280.9999999999998,1423.7521643948835,1423.7521916211278,3996.0,3631.9521643948838,3631.952191621128
SPORT002,36.2,89.33,59.54019941630957,Sports & Outdoors,2024-02-10T00:00:00.000000,Dumbbell Set,Versatile adjustable dumbbell set with ergonomic grips and multiple weight options for effective strength training at home.,3.0,61.0,61.0,45.0,86.0,59.540199862641444,1.4676795580110495,0.6447568899533029,0.6447569022829127,159.39,1423.7521643948835,1423.7521916211278,267.99,3631.9521643948838,3631.952191621128
SPORT003,69.0,116.49,93.52136660930893,Sports & Outdoors,2024-02-10T00:00:00.000000,Camping Tent,"Compact waterproof 2-person tent with quick setup, breathable mesh panels, and durable weather-resistant materials.",4.0,27.0,27.0,77.0,123.0,93.52136971626526,0.6882608695652174,0.3553821247725931,0.3553821698009457,189.95999999999998,662.0768984513411,662.0769823391619,465.96,2525.076898451341,2525.076982339162
SPORT003,69.0,121.78,93.52136660930893,Sports & Outdoors,2024-02-10T00:00:00.000000,Camping Tent,"Compact waterproof 2-person tent with quick setup, breathable mesh panels, and durable weather-resistant materials.",2.0,27.0,27.0,77.0,123.0,93.52136971626526,0.764927536231884,0.3553821247725931,0.3553821698009457,105.56,662.0768984513411,662.0769823391619,243.56,2525.076898451341,2525.076982339162
SPORT003,69.0,123.71,93.52136660930893,Sports & Outdoors,2024-02-10T00:00:00.000000,Camping Tent,"Compact waterproof 2-person tent with quick setup, breathable mesh panels, and durable weather-resistant materials.",2.0,27.0,27.0,77.0,123.0,93.52136971626526,0.7928985507246376,0.3553821247725931,0.3553821698009457,109.41999999999999,662.0768984513411,662.0769823391619,247.42,2525.076898451341,2525.076982339162
SPORT003,69.0,127.04,93.52136660930893,Sports & Outdoors,2024-02-10T00:00:00.000000,Camping Tent,"Compact waterproof 2-person tent with quick setup, breathable mesh panels, and durable weather-resistant materials.",1.0,27.0,27.0,77.0,123.0,93.52136971626526,0.8411594202898551,0.3553821247725931,0.3553821698009457,58.040000000000006,662.0768984513411,662.0769823391619,127.04,2525.076898451341,2525.076982339162
APP001,19.0,20.2,39.43162842039286,Apparel,2024-02-11T00:00:00.000000,Denim Jeans,"Classic-fit denim jeans crafted from a stretchable cotton blend, offering comfort, durability, and timeless style.",192.0,129.0,129.0,35.0,70.0,39.43162594582655,0.06315789473684207,1.0753488642312032,1.0753487339908712,230.39999999999986,2635.680066230679,2635.6797470116253,3878.3999999999996,5086.68006623068,5086.679747011625
APP002,51.0,69.16,75.67936903803569,Apparel,2024-02-11T00:00:00.000000,Winter Jacket,"Heavy-duty insulated winter jacket with fleece lining, windproof shell, and adjustable hood for superior cold protection.",78.0,64.0,64.0,55.5,100.0,75.67936887750595,0.35607843137254896,0.48390919682422917,0.48390919367658725,1416.4799999999998,1579.479618434284,1579.4796081603808,5394.48,4843.479618434284,4843.479608160381
APP002,51.0,75.03,75.67936903803569,Apparel,2024-02-11T00:00:00.000000,Winter Jacket,"Heavy-duty insulated winter jacket with fleece lining, windproof shell, and adjustable hood for superior cold protection.",65.0,64.0,64.0,55.5,100.0,75.67936887750595,0.4711764705882353,0.48390919682422917,0.48390919367658725,1561.95,1579.479618434284,1579.4796081603808,4876.95,4843.479618434284,4843.479608160381
